job_title,company,location,description,skills,job_url,source_url
Research Scientist / Research Engineer — Early Career Cohort,OpenAI,,About the Program OpenAI is hiring a small cohort of exceptional early-career researchers and engineers to join OpenAI Research. This opportunity is designed primarily for current undergraduate students and recent graduates who have demonstrated technical ability through elite competitions and challenges. Participants join OpenAI directly as full-time Research Scientists / Research Engineers and begin with an intensive one-month research bootcamp designed to immerse them in the core problems beh,Ai,https://jobs.ashbyhq.com/openai/4476b271-4987-4bd4-aa1e-0e68ea683b10,https://jobs.ashbyhq.com/openai
Vendor Security Program Manager,OpenAI,,"About the Team The Vendor Security team sits at the core of our mission to ensure our technology benefits humanity safely and securely. We provide security assurances and robust compliance frameworks for our technology, people, and products. Our mission is to build trust with the world in our products and company. Our work is technical yet highly operational, strategically aligning with security and engineering teams to navigate and mitigate risks proactively. We prioritize impact, enable innova",,https://jobs.ashbyhq.com/openai/fb1e823e-cfcc-4293-8893-cc77e467c561,https://jobs.ashbyhq.com/openai
"Account Director, Digital Native Large Enterprise",OpenAI,,"About the team OpenAI’s mission is to build safe artificial general intelligence (AGI) which benefits all of humanity. This long-term undertaking brings the world’s best scientists, engineers, and business professionals into one lab together to accomplish this. In pursuit of this mission, our Go To Market (GTM) team is responsible for helping customers learn how to leverage and deploy our highly capable AI products across their business. The team is made of Sales, Solutions, Support, Marketing, ","Ai, Go",https://jobs.ashbyhq.com/openai/673ca4f5-b5dc-448f-be3c-4f888a6d13ed,https://jobs.ashbyhq.com/openai
Data Scientist,OpenAI,,"About the Team The Strategic Finance team is responsible for some of the largest investment categories at OpenAI. We play a critical role in maximizing OpenAI’s long-term value by partnering across the business to allocate and deploy resources for the highest-impact outcomes. We work cross-functionally with Finance, Product, Engineering, and Go-To-Market teams to deliver actionable insights and support strategic decision-making. About the Role As one of the founding Data Scientists on the Strate","Ai, Go",https://jobs.ashbyhq.com/openai/71655236-0303-42aa-9135-b2f27f2457ab,https://jobs.ashbyhq.com/openai
Compliance Program Manager,OpenAI,,"ABOUT THE TEAM At OpenAI, our Compliance team is dedicated to fostering a culture of integrity and adherence to regulatory and legal requirements. We collaborate closely with Legal, Security, People, Finance, and operational teams to ensure our compliance programs support the organization’s mission while mitigating risk in a rapidly evolving AI landscape. ABOUT THE ROLE The Compliance Program Manager will play a key role in building and scaling OpenAI’s compliance program—translating requirement","Ai, Api",https://jobs.ashbyhq.com/openai/c98835d1-ef95-4b9a-99dd-ac51f466578a,https://jobs.ashbyhq.com/openai
"Software Engineer, Backend (Cooperative AI)",OpenAI,,"About the Team The Cooperative AI team is scaling OpenAI with OpenAI. We are building a model powered knowledge system that evolves and learns as our products, systems and customers evolve. We leverage our state of the art models, technologies, and products (some external, some still in the lab) to assist or completely automate robust operations supporting both internal and external customers. We support OpenAI customers and internal partners globally, powering systems from customer support to i",Ai,https://jobs.ashbyhq.com/openai/bd190cad-99ec-4fe7-8f8f-de96b5aa5969,https://jobs.ashbyhq.com/openai
"M&A Recruiter, People",OpenAI,,"About the Team The Strategic Initiatives team sits within OpenAI’s Recruiting organization and focuses on some of the most dynamic, people-driven areas of the company. We lead efforts across Executive Recruiting, Mergers & Acquisitions, Talent Intelligence, High Impact Talent, and Special Projects. About the Role As a Mergers & Acquisitions Recruiter, you’ll be a key partner in evaluating and closing talent through high-stakes M&A deals. This role demands exceptional judgment, speed, and absolut",Ai,https://jobs.ashbyhq.com/openai/172a1bea-9cfc-41de-80d0-c6fe31e17cd1,https://jobs.ashbyhq.com/openai
"Software Engineer, Applied Evals",OpenAI,,"About the team Applied Evals defines what good looks like for safe, advanced AI systems. We turn complex, high-value workflows into clear, reproducible signals that guide model training and product quality. Our work bridges frontier customers and models, ensuring improvements show up where users experience them. We combine hands-on, unscalable efforts with systems that others can extend, creating a compounding loop of model improvement. About the Role We’re hiring product-minded engineers to des","Ai, Go, Scala",https://jobs.ashbyhq.com/openai/99121e6d-a542-4881-968f-4cd89d9f583c,https://jobs.ashbyhq.com/openai
"Data Scientist, Support",OpenAI,,"About the Team The User Operations team is central to ensuring that our customers' experience with our products is nothing short of exceptional. We resolve complex issues, provide technical guidance, and support customers in maximizing value and adoption from deploying our products. We work closely with Sales, Technical Success, Product, Engineering and others to deliver the best possible experience to our customers at scale. OpenAI's customers represent a range of diverse backgrounds and maturi",Ai,https://jobs.ashbyhq.com/openai/1f37ae5b-791a-4505-9575-183cc4bb9d5e,https://jobs.ashbyhq.com/openai
Hardware Tools Engineer,OpenAI,,Hardware/Software Co-Design Engineer,,https://jobs.ashbyhq.com/openai/467cbfac-3e7d-4cc6-a131-2b26617afa02,https://jobs.ashbyhq.com/openai
"Researcher, Automated Red Teaming",OpenAI,,"About the team The Safety Systems org ensures that OpenAI’s most capable models can be responsibly developed and deployed. We build evaluations, safeguards, and safety frameworks that help our models behave as intended in real-world settings. The Preparedness team is an important part of the Safety Systems https://openai.com/safety/safety-systems org at OpenAI, and is guided by OpenAI’s Preparedness Framework https://openai.com/index/updating-our-preparedness-framework/. Frontier AI models have ",Ai,https://jobs.ashbyhq.com/openai/bf7d2623-7846-410c-87f8-c628915ec16c,https://jobs.ashbyhq.com/openai
"Technical Program Manager, Compute Infrastructure",OpenAI,,"ABOUT THE TEAM The compute infrastructure team runs the GPU fleet and large-scale compute clusters that serve the models backing ChatGPT and the API, while also supporting training workloads for our next generation models. We operate a large, modern GPU fleet and provide a unified platform for other OpenAI teams to seamlessly run production Applied AI and Research training workloads. We seek to learn from deployment and distribute the benefits of AI, while ensuring that this powerful tool is use","Ai, Api, Ml",https://jobs.ashbyhq.com/openai/8fb1615c-34bf-47c4-a1d1-b7b2f836bbd3,https://jobs.ashbyhq.com/openai
"Manager, Forward Deployed Engineering",OpenAI,,"About the team OpenAI’s Forward Deployed Engineering team partners with customers to turn research breakthroughs into production systems. We operate at the intersection of customer delivery and core platform development. About the role As a foundational FDE manager, you’ll lead FDE through high-stakes, ambiguous customer deployments and own technical and business value outcomes end to end. You’ll grow a team that can operate under pressure and help OpenAI learn from the field. You’ll partner clo",Ai,https://jobs.ashbyhq.com/openai/5bbc43df-558a-4e4b-a0cf-83f185c664d7,https://jobs.ashbyhq.com/openai
"Senior Counsel, IP Litigation",OpenAI,,"About the Team OpenAI's Legal team plays a crucial role in furthering OpenAI's mission by tackling innovative, fundamental legal issues in AI. If you're passionate about doing significant and unique work as a technology lawyer, this team is for you. The team comprises legal professionals from diverse fields, including technology, privacy, IP, corporate, cybersecurity, employment, tax, regulatory, and litigation. About the Role We’re growing our world-class Litigation and Regulatory team and seek",Ai,https://jobs.ashbyhq.com/openai/6b47b641-39f4-41ed-944f-d1d6316398ac,https://jobs.ashbyhq.com/openai
AI Success Engineer US Remote,OpenAI,,"About the Team OpenAI’s AI Success Engineer team partners with the world’s most ambitious organizations to translate cutting edge AI into real business value. We guide customers from first deployment through scaled enterprise adoption. Our work spans technical integration and enablement, workflow transformation, and sustained program and product delivery. Our customers range from fast growing digital natives to the largest global enterprises, government agencies, and educational institutions. Ev","Ai, Git, Go",https://jobs.ashbyhq.com/openai/ea339283-7650-4b50-9d24-08d143af260a,https://jobs.ashbyhq.com/openai
"Software Engineer, Delivery / CD",OpenAI,,"About the Role The Engineering Acceleration Delivery / Continuous Deployment team builds and operates the systems that safely ship OpenAI’s infrastructure and product code to production. We own the deployment platform, release pipelines, and rollout safety mechanisms that allow engineers across OpenAI to deploy changes rapidly while minimizing operational risk. Our mission is to make production deployments fast, safe, and increasingly autonomous. This role sits at the intersection of developer p","Ai, Api",https://jobs.ashbyhq.com/openai/e14fc37c-7ae5-4a6b-ba0d-a36860cf9bb2,https://jobs.ashbyhq.com/openai
"Software Engineer, ChatGPT Infrastructure",OpenAI,,"ABOUT THE TEAM ChatGPT is a rapidly evolving system: new capabilities ship continuously, product surfaces change quickly, and usage patterns shift week-to-week. Supporting that pace requires infrastructure that can handle real production constraints—high concurrency, unpredictable traffic patterns, complex dependency graphs, and frequent change. The job of ChatGPT Infrastructure is to build and operate the platforms that make fast iteration possible without breaking performance or reliability. W","Ai, Api",https://jobs.ashbyhq.com/openai/e6981259-c1d0-46de-8376-56bde28cfb10,https://jobs.ashbyhq.com/openai
"Forward Deployed Engineer, Gov",OpenAI,,"About the team The OpenAI for Government team is a dynamic, mission-driven group leveraging frontier AI to transform how governments achieve their missions. Our team works to empower public servants with secure, compliant AI tools (e.g., ChatGPT Enterprise, ChatGPT Gov) and mission-aligned deployments that meet government technical requirements with strong reliability and safety. About the role Forward Deployed Engineers (FDEs) lead complex deployments of frontier models in production. You will ","Ai, Go",https://jobs.ashbyhq.com/openai/db5a708d-1d7a-4aa3-8dd3-0d0423b6b69f,https://jobs.ashbyhq.com/openai
AI Support Engineer Singapore,OpenAI,,"About the Team OpenAI’s User Operations team shepherds our customers’ adoption of AI and ensures that our customers' product experience is nothing short of exceptional. We are building the very first post-AGI support team. We resolve complex issues, provide technical guidance, and support customers in maximizing value and adoption from deploying our products. We work closely with Sales, Technical Success, Product, Engineering and others, to deliver the best possible experience to our customers a",Ai,https://jobs.ashbyhq.com/openai/d1b2eec3-bd8b-49db-aee4-e42fd7e029eb,https://jobs.ashbyhq.com/openai
"Data Scientist, People Innovation",OpenAI,,"About the Role We’re hiring a Data Scientist to support People Innovation Labs, a fast-moving engineering team embedded in the People organization focused on rethinking how we find and retain the best talent and empower everyone to do their best work. From recruiting to culture, we’re designing systems and products that give our People Team a significant edge by infusing OpenAI’s models and first-principles thinking into every aspect of our work. Our projects range from greenfield 0-1 products l",Ai,https://jobs.ashbyhq.com/openai/82a30978-e4d9-4f64-aae2-b20877e052c0,https://jobs.ashbyhq.com/openai
"Strategy & Operations, Support",OpenAI,,"About the Team The User Operations team (Support) is central to ensuring that our customers' experience with our products is nothing short of exceptional. We resolve complex issues, provide technical guidance, and support customers in maximizing value and adoption from deploying our products. We work closely with Sales, Technical Success, Product, Engineering and others to deliver the best possible experience to our customers at scale. OpenAI's customers represent a range of diverse backgrounds ",Ai,https://jobs.ashbyhq.com/openai/9747412d-a23d-48ba-bddd-ad1247c360f5,https://jobs.ashbyhq.com/openai
SMS Prototype Handling Specialist,OpenAI,,"About the Team Security is at the foundation of OpenAI’s mission to ensure that artificial general intelligence benefits all of humanity. Our Security team protects OpenAI’s technology, people, and products. We are technical in what we build but operational in how we do our work, and we are committed to supporting all products and research at OpenAI. As part of this, our Secure Manufacturing & Stealth (SMS) team is a dedicated function that partners closely with supply chain and operations teams",Ai,https://jobs.ashbyhq.com/openai/eda8b702-16b1-4fec-8444-76969695ac5d,https://jobs.ashbyhq.com/openai
"Lead to Opportunity, Data Systems Engineer",OpenAI,,"About the team OpenAI’s mission is to build safe artificial general intelligence (AGI) which benefits all of humanity. This long-term undertaking brings the world’s best scientists, engineers, and business professionals into one lab together to accomplish this. In pursuit of this mission, our Enterprise Platform team is responsible for enabling our Sales teams as they help customers deploy our highly capable AI products across their business. The team is made of Sales, Solutions, Customer Succes",Ai,https://jobs.ashbyhq.com/openai/d177ee76-fedc-4b90-aa7b-5e350bd35f5f,https://jobs.ashbyhq.com/openai
"Datacenter Networking Technician, AI Compute Deployment Stargate",OpenAI,,"ABOUT THE TEAM: OpenAI, in close collaboration with our capital partners, is embarking on a journey to build the world’s most advanced AI infrastructure ecosystem. Our Stargate program develops and deploys massive, state-of-the-art data center campuses in partnership with industry leaders today—and through future OpenAI infrastructure projects tomorrow. We design for scale, speed, and reliability, and we need experienced technicians who can translate network blueprints into physical reality. ABO","Ai, Api",https://jobs.ashbyhq.com/openai/3ca637f8-c0d6-4253-8568-1f31b02adf76,https://jobs.ashbyhq.com/openai
"Software Engineer, Financial Engineering",OpenAI,,"About the team The Applied team at OpenAI safely brings cutting-edge technology to the world. We have released groundbreaking products such as ChatGPT, Plugins, DALL·E, and APIs for GPT-4, GPT-3, embeddings, and fine-tuning. Our team also manages large-scale inference infrastructure. With much more on the horizon, our impact continues to grow. Our customers create fast-growing businesses using our APIs, enabling product features previously unimaginable. ChatGPT exemplifies the current scope of p","Ai, Api",https://jobs.ashbyhq.com/openai/4ef5bf23-cf0e-4b97-a639-11f963c99b88,https://jobs.ashbyhq.com/openai
"Manager, Forward Deployed Engineering",OpenAI,,"About the team OpenAI’s Forward Deployed Engineering team partners with customers to turn research breakthroughs into production systems. We operate at the intersection of customer delivery and core platform development. About the role As an FDE manager, you’ll lead FDEs through high-stakes, ambiguous customer deployments and own technical and business value outcomes end to end. You’ll grow a team that can operate under pressure and help OpenAI learn from the field. You’ll partner closely with P",Ai,https://jobs.ashbyhq.com/openai/a9a02cb4-a26e-4a09-94dd-90044c45b0b6,https://jobs.ashbyhq.com/openai
"Product Manager, Codex Security",OpenAI,,"About the Role OpenAI Security Products builds systems that help defenders better understand and respond to software threats. We are exploring how AI and automation can accelerate complex security workflows such as malware investigation, artifact analysis, and threat intelligence generation. We are looking for a Product Manager to help shape and execute on this vision. This role works closely with security researchers and engineers to turn advanced analysis capabilities into reliable, scalable p","Ai, Scala",https://jobs.ashbyhq.com/openai/276bcc4c-9982-4ead-a895-252a73f737d7,https://jobs.ashbyhq.com/openai
"iOS Engineer, Monetization",OpenAI,,"ABOUT THE TEAM The Monetization team is a new cross-functional group working across engineering, product, research, and design to build the foundational systems that will help OpenAI scale access to intelligence responsibly. Our mission is to develop user-first, privacy-preserving monetization products, including next-generation ads experiences that strengthen user trust, unlock economic opportunity, and support OpenAI’s long-term innovation. Monetization plays a critical role in enabling OpenAI",Ai,https://jobs.ashbyhq.com/openai/c9fd2911-586b-45b2-80ea-2078ce6dafff,https://jobs.ashbyhq.com/openai
"Software Engineer, Core Services",OpenAI,,"Software Engineer, Core Services",,https://jobs.ashbyhq.com/openai/21bfde35-ffec-42d2-a2c6-8a03dad789d5,https://jobs.ashbyhq.com/openai
"Account Director, Federal Partnerships",OpenAI,,"About the team OpenAI’s mission is to build safe artificial general intelligence (AGI) which benefits all of humanity. This long-term undertaking brings the world’s best scientists, engineers, and business professionals into one lab together to accomplish this. In pursuit of this mission, our Go To Market (GTM) team is responsible for helping customers learn how to leverage and deploy our highly capable AI products across their organization. The team comprises Sales, Solutions, Support, Marketin","Ai, Go",https://jobs.ashbyhq.com/openai/fada5332-3ae3-46f2-afa2-10c5878bdd25,https://jobs.ashbyhq.com/openai
"Software Engineer, Research Developer Productivity",OpenAI,,"About the Team The Fleet team builds core components to enable productive research from small to state of the art scale across OpenAI, with the goal of accelerating progress towards AGI. We frequently collaborate with other teams to speed up the development of new state-of-the-art capabilities. About the Role As we scale up with more researchers and engineers joining OpenAI, we seek a pragmatic and passionate engineer with a strong focus on the development experience for both engineers and scien","Ai, Go",https://jobs.ashbyhq.com/openai/e6d5ca02-f30b-4ac5-a69d-c947efb430f9,https://jobs.ashbyhq.com/openai
"Full Stack Software Engineer, Jobs Platform",OpenAI,,"About the Role We’re looking for exceptional engineers to help build one of the most transformative applications of AI: using ChatGPT to expand economic opportunity at scale. This is a unique chance to work at the intersection of agents, search/matching, personalization, UX, and real-world economic impact and building AI products that directly change people’s lives. Millions already turn to ChatGPT for career help, but the job market is stuck in static résumés, keyword search, and opaque hiring.",Ai,https://jobs.ashbyhq.com/openai/a97e89f0-67ad-41c9-a2d3-f64c4ab9a732,https://jobs.ashbyhq.com/openai
"Camera ISP Software Engineer, Consumer Devices",OpenAI,,"ABOUT THE TEAM The Consumer Products team at OpenAI builds and ships end-to-end hardware and software experiences that bring frontier AI into the physical world. We work across industrial design, hardware engineering, embedded systems, and AI research to create category-defining consumer devices that feel intuitive, reliable, and deeply integrated with OpenAI’s models. Within this organization, the Camera team is responsible for delivering robust, production-ready imaging systems that operate un","Ai, Go",https://jobs.ashbyhq.com/openai/10c30695-c831-44e3-b6b9-cb31e2643791,https://jobs.ashbyhq.com/openai
"Forward Deployed Engineer (FDE), Financial Services NYC",OpenAI,,"About the team OpenAI’s Forward Deployed Engineering team partners with customers to turn research breakthroughs into production systems. We operate at the intersection of customer delivery and core platform development. About the role We are hiring a Forward Deployed Engineer (FDE) to lead end-to-end deployments of our models inside financial services organizations from banks, asset managers, and private capital investors to deploy next-generation AI capabilities across their operations, invest","Ai, Api",https://jobs.ashbyhq.com/openai/23568366-d9e6-4d18-80b8-5ae9e87c61e6,https://jobs.ashbyhq.com/openai
Forward Deployed Software Engineer London,OpenAI,,"About the team OpenAI’s Forward Deployed Engineering team partners with customers to turn research breakthroughs into production systems. We operate at the intersection of customer delivery and core platform development. About the Role We are looking for customer-focused software engineers to build effective custom software that leverages OpenAI’s APIs to solve real customer problems. As an FDSWE, you will work with our customers and OpenAI Forward Deployed Engineers to design and implement scal","Ai, Api",https://jobs.ashbyhq.com/openai/54b2072e-4c1c-40e4-b2dc-ec51d9d0ab60,https://jobs.ashbyhq.com/openai
AI Emerging Risks Analyst,OpenAI,,"ABOUT THE TEAM The Intelligence and Investigations team seeks to rapidly identify and mitigate abuse and strategic risks to ensure a safe online ecosystem in close collaboration with our internal and external partners. Our efforts contribute to OpenAI's overarching goal of developing AI that benefits humanity. The Strategic Intelligence & Analysis (SIA) team provides safety intelligence for OpenAI’s products by monitoring, analyzing, and forecasting real-world abuse, geopolitical risks, and stra","Ai, Api, Go",https://jobs.ashbyhq.com/openai/6d5d982f-d00b-49b8-b023-c596f0096d76,https://jobs.ashbyhq.com/openai
"Research Engineer, Frontier Evals & Environments",OpenAI,,"About the team The Frontier Evals & Environments team builds north star model environments to drive progress towards safe AGI/ASI. This team builds ambitious environments to measure and steer our models, and creates self-improvement loops to steer our training, safety, and launch decisions. Some of the team's open-sourced evaluations include GDPval https://openai.com/index/gdpval/, SWE-bench Verified https://openai.com/index/introducing-swe-bench-verified/, MLE-bench https://openai.com/index/mle","Ai, Ml",https://jobs.ashbyhq.com/openai/bba18df5-f30f-4d2c-909c-30e651f95579,https://jobs.ashbyhq.com/openai
Network Security Engineer,OpenAI,,"About the Team OpenAI’s Platform and Infrastructure Engineering organization advances the mission of deploying artificial general intelligence (AGI) for the benefit of all by delivering secure, scalable, and resilient technology solutions. Our team builds and maintains robust infrastructure that safeguards OpenAI’s data and systems while ensuring employees are well-equipped and seamlessly connected. By prioritizing security, reliability, and user-centric solutions, we empower OpenAI employees to","Ai, Ml, Scala",https://jobs.ashbyhq.com/openai/02aaa36c-971f-464e-b41c-0435bf762d43,https://jobs.ashbyhq.com/openai
"Senior Manager, CapEx Accounting",OpenAI,,"About the Team OpenAI Finance is responsible for ensuring the organization is set up for success in pursuit of its mission to ensure that artificial general intelligence benefits all of humanity. The Controllership team delivers the financial truth that powers OpenAI’s growth. By translating operational activity into accurate, timely, and decision-grade financial data, we enable leadership to scale the business with confidence. Our commitment to rigorous controls and best-in-class systems ensure","Ai, Go",https://jobs.ashbyhq.com/openai/8aa21cf4-0bf7-491f-9768-98f2a3fa92a8,https://jobs.ashbyhq.com/openai
"Growth Emails, Notifications and Lifecycle",OpenAI,,"About The Team The Growth team drives user and revenue growth across ChatGPT’s consumer and business segments worldwide. We operate across the full funnel from awareness and acquisition through activation, retention, and expansion using a combination of surface optimizations, in-product funnel improvements, actionable insights, disciplined experimentation, global performance marketing, and AI-powered workflows. About The Role We are seeking a full-funnel ‘growth athlete’ with deep expertise in e",Ai,https://jobs.ashbyhq.com/openai/c3426270-157e-4709-bf13-aee7743f7c39,https://jobs.ashbyhq.com/openai
"Research Engineer, Privacy",OpenAI,,"About the Team The Privacy Engineering Team at OpenAI is committed to integrating privacy as a foundational element in OpenAI's mission of advancing Artificial General Intelligence (AGI). Our focus is on all OpenAI products and systems handling user data, striving to uphold the highest standards of data privacy and security. We build essential production services, develop novel privacy-preserving techniques, and equip cross-functional engineering and research partners with the necessary tools to",Ai,https://jobs.ashbyhq.com/openai/cc434f5b-dc0b-42fd-97ec-e0171545c6e9,https://jobs.ashbyhq.com/openai
AI Deployment EngineerCodex,OpenAI,,"About the team The Codex Deployment Engineering team helps customers adopt OpenAI's coding tools throughout their software development lifecycle. We act as trusted technical partners, guiding engineering teams as they integrate Codex into their projects and workflows. Our customers span digital-native companies to global enterprises, and we work side-by-side to accelerate how they plan, build, and deliver software. About the Role We are seeking a technically deep, creativity-driven AI Deployment","Ai, Git",https://jobs.ashbyhq.com/openai/ca7e4019-bf93-42fd-8f15-fac59c6e237c,https://jobs.ashbyhq.com/openai
Backend Software Engineer B2B Applications,OpenAI,,"About the Team OpenAI’s mission is to make AGI beneficial for all of humanity and our mission is successful only if AGI drives real benefits across all industries in the world. Our goal in B2B applications is to enable this mission by helping businesses, enterprises & governments redefine how they operate to empower people and accelerate economic growth. We build and operate the products that bring our cutting-edge research to millions of companies and developers worldwide. We power the OpenAI A","Ai, Go",https://jobs.ashbyhq.com/openai/73eb1b69-095d-4f27-84ba-54f5df9bc230,https://jobs.ashbyhq.com/openai
"Software Engineer, Real Time",OpenAI,,"About the Team We bring OpenAI's technology to the world through products like ChatGPT and the OpenAI API. Our customers build fast-growing businesses around our APIs, which power products that were never before possible. We simultaneously ensure that our powerful tools are used responsibly. Safe deployment is more important to us than unfettered growth. The Engineering team manages a massive fleet of GPUs with scalable, robust infrastructure powered by Kubernetes, Go, Python, Terraform, Kafka, ","Ai, Api, Go, Kubernetes, Python, Scala",https://jobs.ashbyhq.com/openai/75420421-5a2a-4d99-8755-9eeff799de95,https://jobs.ashbyhq.com/openai
"Engineering Manager, Core Services",OpenAI,,"Engineering Manager, Core Services",,https://jobs.ashbyhq.com/openai/ebc65e7d-d86a-4066-aa82-3a7758d97bb6,https://jobs.ashbyhq.com/openai
"Android Engineer, Monetization",OpenAI,,"ABOUT THE TEAM The Monetization team is a new cross-functional group working across engineering, product, research, and design to build the foundational systems that will help OpenAI scale access to intelligence responsibly. Our mission is to develop user-first, privacy-preserving monetization products, including next-generation ads experiences that strengthen user trust, unlock economic opportunity, and support OpenAI’s long-term innovation. Monetization plays a critical role in enabling OpenAI",Ai,https://jobs.ashbyhq.com/openai/7daff2af-1686-43fe-85c0-ca912c8747ac,https://jobs.ashbyhq.com/openai
"Director of Data Engineering and Agentic AI Automation, Finance",OpenAI,,"About the Team We are looking for a Director of Data Engineering and Agentic AI Automation to lead the next generation of our finance data infrastructure. As OpenAI expands its Finance operations, we need scalable and trustworthy data systems to match the pace and complexity of our growth. This includes well-modeled, auditable data for revenue recognition, financial reporting, and planning, supported by reliable pipelines that connect ERP, planning, and operational systems. You will lead a group","Ai, Scala",https://jobs.ashbyhq.com/openai/e84e7b7e-a82e-411e-929a-615dc3080280,https://jobs.ashbyhq.com/openai
"Full-Stack Software Engineer, Frontier Exploration",OpenAI,,"About the Team OpenAI Labs explores the edges of what’s possible with AI. We start from the latest breakthroughs – or overlooked research with untapped potential – and expand their capabilities by prototyping entirely new ways for people to benefit from AI. About the Role As a Full-Stack Software Engineer on the Labs team, you will create new ways for people to interact with AI. Your work will begin as rapid internal experiments: prototypes built to explore surprising capabilities or novel inter","Ai, Api",https://jobs.ashbyhq.com/openai/c3391b6b-2305-4b03-880f-57bc52217420,https://jobs.ashbyhq.com/openai
"Site Reliability Engineer, Frontier Systems Infrastructure",OpenAI,,"About the Team The Frontier Systems team at OpenAI builds, launches, and supports the largest supercomputers in the world that OpenAI uses for its most cutting edge model training. We take data center designs, turn them into real, working systems and build any software needed for running large-scale frontier model trainings. Our mission is to bring up, stabilize and keep these hyperscale supercomputers reliable and efficient during the training of the frontier models. About the Role We are looki",Ai,https://jobs.ashbyhq.com/openai/ad2cf782-15a4-48c7-9133-1788e3f33bbb,https://jobs.ashbyhq.com/openai
"Software Engineer, Cloud Infrastructure",OpenAI,,"About the Team The Applied Engineering team works across research, engineering, product, and design to bring OpenAI’s technology to consumers and businesses. You’ll join the team responsible for running the core infrastructure that supports products like ChatGPT and the API. The systems we support include our kubernetes clusters, infrastructure deployment, our networking stack, cloud abstractions, and more. We seek to learn from deployment and distribute the benefits of AI, while ensuring that t","Ai, Api, Cloud, Kubernetes",https://jobs.ashbyhq.com/openai/12342ebb-dcd4-45e2-b875-fc5447fdb7d8,https://jobs.ashbyhq.com/openai
"Engineering Manager, Identity Infrastructure",OpenAI,,"ABOUT THE TEAM Identity is the foundation of trust in an AI-powered world. As people build a rich personal and organizational context in ChatGPT, they need systems that protect it, remember it, and let them share it securely across apps and agents. Without strong identity, context stays locked away or exposed. With it, AI becomes safe, personal, and truly useful, empowering users while keeping control firmly in their hands. Our team builds the trusted OpenAI account layer that connects people, e","Ai, Ml",https://jobs.ashbyhq.com/openai/3ee22a2b-17f6-4848-93e4-b43e61169002,https://jobs.ashbyhq.com/openai
IT Solutions Engineer,OpenAI,,"About the Team IT Systems Operations serves as the operational control layer connecting Security, Engineering, and Employee Technology platforms. The team ensures employee-facing systems, identity workflows, and enterprise applications operate in a predictable, governed, and continuously reliable manner as the organization scales. Beyond implementation, the team establishes structured operating patterns that ensure platform changes, access models, integrations, and lifecycle workflows evolve saf",Go,https://jobs.ashbyhq.com/openai/6c6c1ace-12d6-48f0-88f0-488ff8521571,https://jobs.ashbyhq.com/openai
Abuse Investigator (CBRN),OpenAI,,About the Team OpenAI’s mission is to ensure that general-purpose artificial intelligence benefits all of humanity. We believe that achieving our goal requires real world deployment and iteratively updating based on what we learn. The Intelligence and Investigations team supports this by identifying and investigating misuses of our products – especially new types of abuse. This enables our partner teams to develop data-backed product policies and build scaled safety mitigations. Precisely unders,"Ai, Go",https://jobs.ashbyhq.com/openai/5d618f84-fcce-496c-bfe9-995bd9ff9065,https://jobs.ashbyhq.com/openai
Procurement Operations Leader,OpenAI,,"About the Team The Procurement Operations team runs the engine that turns intent into spend at OpenAI. We sit between the people who need things (research, product, engineering, operations) and the systems that record, pay for, and report on them. Our job is to make it easy for teams to buy what they need while ensuring every dollar lands in the right place — on the right supplier, on the right PO, with the right data — so Finance, Legal, and Security can trust the outcome. As OpenAI scales, thi",Ai,https://jobs.ashbyhq.com/openai/54aa42d3-9823-4b88-8807-d7b87a08858c,https://jobs.ashbyhq.com/openai
"Sales Lead, Korea",OpenAI,,"About the team OpenAI’s mission is to build safe artificial general intelligence (AGI) which benefits all of humanity. This long-term undertaking brings the world’s best scientists, engineers, and business professionals into one lab together to accomplish this. In pursuit of this mission, our Go To Market (GTM) team is responsible for helping customers learn how to leverage and deploy our highly capable AI products across their business. The team is made of Sales, Solutions, Support, Marketing, ","Ai, Go",https://jobs.ashbyhq.com/openai/d866a47d-0333-4ebf-a0d1-39c1d7edd127,https://jobs.ashbyhq.com/openai
"Full Stack Software Engineer, GTM Innovation",OpenAI,,"About the Team The GTM (Go-To-Market) Innovation team is an internal powerhouse revolutionizing how we engage customers through groundbreaking applications of our technology. As an incubator, we amplify the impact of Sales, Technical Success, Enablement, and Revenue Operations by deploying our technology at scale. This team applies advanced capabilities to real-world interactions — reshaping conversations with customers, learning from every exchange, and finding novel ways to show the value of o","Api, Go",https://jobs.ashbyhq.com/openai/a2c9f105-b41a-41db-afd8-e70a54b3f21c,https://jobs.ashbyhq.com/openai
"Researcher, Synthetic RL",OpenAI,,"ABOUT THE TEAM The Synthetic RL team develops reinforcement learning methods that leverage synthetic data, environments, and feedback to train and evaluate frontier AI models. The team explores approaches such as self-play, simulators, and other synthetic evaluations to push model capability, generalization, and alignment beyond what is possible with the current prevailing methodology. ABOUT THE ROLE As a Research Scientist on the Synthetic RL team, you will develop novel reinforcement learning ",Ai,https://jobs.ashbyhq.com/openai/60d3700b-ba82-4fa6-a6bb-7b2b67070510,https://jobs.ashbyhq.com/openai
